like,pardischarge,parthickness,parporosity,parage,pardelT,parflux,simulation0,chain
-2357403.3074,30056.6491795,1937.39903299,0.172517555889,8450.8776775,15.1707718182,146.356708243,2357403.3074,1
-1751448.95,25000.0,3000.0,0.1,9000.0,10.0,100.0,1751448.95,1
-1751448.95,25000.0,3000.0,0.1,9000.0,10.0,100.0,1751448.95,1
-1709565.71974,24992.2778878,2999.36309917,0.0935432655341,8992.31996537,10.0301705178,99.9063470614,1709565.71974,1
-1654043.53258,25000.5576704,3001.34105736,0.0886024264244,8995.79953563,9.94459225163,99.5150445829,1654043.53258,1
-1654043.53258,25000.5576704,3001.34105736,0.0886024264244,8995.79953563,9.94459225163,99.5150445829,1654043.53258,1
-1463798.10113,24986.3808094,3003.52172127,0.0746513596424,8992.83470057,9.88897139554,100.258843958,1463798.10113,1
-1363120.96132,24995.8767625,3005.28511553,0.0670825216295,9000.64035225,9.94059622497,100.286526904,1363120.96132,1
-1363120.96132,24995.8767625,3005.28511553,0.0670825216295,9000.64035225,9.94059622497,100.286526904,1363120.96132,1
-1363120.96132,24995.8767625,3005.28511553,0.0670825216295,9000.64035225,9.94059622497,100.286526904,1363120.96132,1
-1363120.96132,24995.8767625,3005.28511553,0.0670825216295,9000.64035225,9.94059622497,100.286526904,1363120.96132,1
-1363120.96132,24995.8767625,3005.28511553,0.0670825216295,9000.64035225,9.94059622497,100.286526904,1363120.96132,1
-1363120.96132,24995.8767625,3005.28511553,0.0670825216295,9000.64035225,9.94059622497,100.286526904,1363120.96132,1
-1235747.71222,24996.7116344,3008.866872,0.0592940962377,8989.50813598,9.93965810371,99.6297774894,1235747.71222,1
-1161495.60604,24997.7219827,3010.30207109,0.0565826315427,8990.49666619,9.90988684243,99.9089986417,1161495.60604,1
-950955.716974,25003.7778192,3012.22412763,0.0492100431138,8989.36859646,9.81225932504,99.496270105,950955.716974,1
-950955.716974,25003.7778192,3012.22412763,0.0492100431138,8989.36859646,9.81225932504,99.496270105,950955.716974,1
-950955.716974,25003.7778192,3012.22412763,0.0492100431138,8989.36859646,9.81225932504,99.496270105,950955.716974,1
-950955.716974,25003.7778192,3012.22412763,0.0492100431138,8989.36859646,9.81225932504,99.496270105,950955.716974,1
-950955.716974,25003.7778192,3012.22412763,0.0492100431138,8989.36859646,9.81225932504,99.496270105,950955.716974,1
-906199.783913,24995.8695072,3009.82660854,0.0493452493265,9003.93429771,9.59541231169,99.1036455103,906199.783913,1
-906199.783913,24995.8695072,3009.82660854,0.0493452493265,9003.93429771,9.59541231169,99.1036455103,906199.783913,1
-468977.038214,24991.8038421,3013.87034715,0.0382245447592,9020.60244611,9.60154034386,98.9744920044,468977.038214,1
-468977.038214,24991.8038421,3013.87034715,0.0382245447592,9020.60244611,9.60154034386,98.9744920044,468977.038214,1
-202860.379455,24965.1273136,3014.5481262,0.0342854066983,9014.6506513,9.40512359889,98.69919776,202860.379455,1
-202860.379455,24965.1273136,3014.5481262,0.0342854066983,9014.6506513,9.40512359889,98.69919776,202860.379455,1
-202860.379455,24965.1273136,3014.5481262,0.0342854066983,9014.6506513,9.40512359889,98.69919776,202860.379455,1
-202860.379455,24965.1273136,3014.5481262,0.0342854066983,9014.6506513,9.40512359889,98.69919776,202860.379455,1
-202860.379455,24965.1273136,3014.5481262,0.0342854066983,9014.6506513,9.40512359889,98.69919776,202860.379455,1
-180234.108696,24985.1269671,3011.80130681,0.0339222097014,9015.34800718,9.43714734181,98.9221973282,180234.108696,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
-64262.456303,24994.4921393,3012.58796399,0.0322368536185,9023.28166345,9.45591835754,99.0897394278,64262.456303,1
