like,pardischarge,parthickness,parporosity,parage,pardelT,parflux,simulation0,chain
-1595944.80422,28953.2786649,2311.83204548,0.13384724047,14129.3655665,10.6145717693,105.381470569,-1595944.80422,1
-1751448.95,25000.0,3000.0,0.1,9000.0,10.0,100.0,-1751448.95,1
-1751448.95,25000.0,3000.0,0.1,9000.0,10.0,100.0,-1751448.95,1
-1747509.8783,24999.7709818,3000.18630796,0.101015250477,9002.86389872,9.96520369606,100.103071215,-1747509.8783,1
-1712480.29824,24999.8783245,3000.22974284,0.095224377299,9000.65301497,10.0284636846,100.338789988,-1712480.29824,1
-1685383.37512,24999.9167658,3000.83326003,0.0911998471085,9002.79509029,10.0853199762,100.598358293,-1685383.37512,1
-1685383.37512,24999.9167658,3000.83326003,0.0911998471085,9002.79509029,10.0853199762,100.598358293,-1685383.37512,1
-1674859.98867,25000.577699,3000.38386724,0.0864047496002,8998.88131627,10.1847747004,100.198976713,-1674859.98867,1
-1674859.98867,25000.577699,3000.38386724,0.0864047496002,8998.88131627,10.1847747004,100.198976713,-1674859.98867,1
-1674859.98867,25000.577699,3000.38386724,0.0864047496002,8998.88131627,10.1847747004,100.198976713,-1674859.98867,1
-1674859.98867,25000.577699,3000.38386724,0.0864047496002,8998.88131627,10.1847747004,100.198976713,-1674859.98867,1
-1674859.98867,25000.577699,3000.38386724,0.0864047496002,8998.88131627,10.1847747004,100.198976713,-1674859.98867,1
-1673292.01546,25001.3682268,3000.72603076,0.0887140853504,9002.07571163,10.1690558716,100.997935928,-1673292.01546,1
-1585225.07973,25001.3368196,3000.78901186,0.0806637304032,8999.65960535,10.1056923831,100.52654563,-1585225.07973,1
-1585225.07973,25001.3368196,3000.78901186,0.0806637304032,8999.65960535,10.1056923831,100.52654563,-1585225.07973,1
-1475009.27079,24999.1439417,3000.3435578,0.0689344774585,9001.41943267,10.27867676,100.314544104,-1475009.27079,1
-1475009.27079,24999.1439417,3000.3435578,0.0689344774585,9001.41943267,10.27867676,100.314544104,-1475009.27079,1
-1299304.93253,24999.7548504,2999.07173018,0.0601444360477,9003.99947857,10.2377752448,100.53669938,-1299304.93253,1
-1185756.5843,24999.0815162,2998.25134622,0.055140727896,9003.68097654,10.2276510402,100.435302888,-1185756.5843,1
-1012829.77076,24998.7919331,2999.04903158,0.0489675107919,9000.97061973,10.1816000503,100.067496001,-1012829.77076,1
-698695.561278,24998.7516754,2999.10855732,0.0406677386921,8998.78962601,10.1494181959,99.8262434594,-698695.561278,1
-698695.561278,24998.7516754,2999.10855732,0.0406677386921,8998.78962601,10.1494181959,99.8262434594,-698695.561278,1
-326627.146269,25000.1096745,2999.48893599,0.0345326049505,8991.82646356,10.036825156,100.551771316,-326627.146269,1
-326627.146269,25000.1096745,2999.48893599,0.0345326049505,8991.82646356,10.036825156,100.551771316,-326627.146269,1
-326627.146269,25000.1096745,2999.48893599,0.0345326049505,8991.82646356,10.036825156,100.551771316,-326627.146269,1
-326627.146269,25000.1096745,2999.48893599,0.0345326049505,8991.82646356,10.036825156,100.551771316,-326627.146269,1
-47092.3383124,24999.8059444,2998.34335429,0.0298740342399,8985.02335967,9.88316344674,100.470081209,47092.3383124,1
-47092.3383124,24999.8059444,2998.34335429,0.0298740342399,8985.02335967,9.88316344674,100.470081209,47092.3383124,1
-47092.3383124,24999.8059444,2998.34335429,0.0298740342399,8985.02335967,9.88316344674,100.470081209,47092.3383124,1
-47092.3383124,24999.8059444,2998.34335429,0.0298740342399,8985.02335967,9.88316344674,100.470081209,47092.3383124,1
-47092.3383124,24999.8059444,2998.34335429,0.0298740342399,8985.02335967,9.88316344674,100.470081209,47092.3383124,1
-47092.3383124,24999.8059444,2998.34335429,0.0298740342399,8985.02335967,9.88316344674,100.470081209,47092.3383124,1
-47092.3383124,24999.8059444,2998.34335429,0.0298740342399,8985.02335967,9.88316344674,100.470081209,47092.3383124,1
-47092.3383124,24999.8059444,2998.34335429,0.0298740342399,8985.02335967,9.88316344674,100.470081209,47092.3383124,1
