like,pardischarge,parthickness,parporosity,parage,pardelT,parflux,simulation0,chain
-1.30817356368e+14,23594.4860554,4437.64389354,0.0691167459643,11228.2861666,7.84743647488,74.6650155503,-1617512.63592,1
-3.19993676612e+14,33635.0118073,5887.20980593,0.11497770555,9918.01143464,7.89397029474,87.8931034795,-2529797.13263,1
-1.40619951183e+15,24736.2839076,7152.76204568,0.0944213377102,10042.1598257,14.1087003868,61.5761650701,-5303205.65665,1
-8.90533392902e+14,31090.4119873,2011.63020587,0.145232887137,15594.6523043,8.56850505944,45.3335363611,-4220268.69501,1
-1.52470331504e+14,21878.0936181,4646.88206286,0.173244943154,14575.295805,13.981563755,142.864871117,-1746255.03008,1
-1.00940517476e+13,23329.4563585,2411.72778155,0.0995907300694,12949.911567,7.30548094266,99.8927142414,-449311.734714,1
-5.09279669641e+13,29757.5771092,5223.89087798,0.051774538337,12789.3847206,4.45519813773,54.8974000506,-1009237.00848,1
-8.94315309031e+13,21251.5189785,5724.5256025,0.052498507352,15173.6904701,13.3295087416,117.589732925,-1337396.95605,1
-2.68169664528e+14,25162.1890066,3206.47622056,0.0232784507978,9577.91229164,4.95720216343,136.718585687,2315900.10375,1
-1.29245139174e+15,24452.4966714,7296.55246041,0.0317624564564,8088.89322974,12.6104667231,51.962675531,-5084193.92184,1
-7.3193806471e+15,32341.0098552,846.026487024,0.0350883904676,15291.9000075,11.5806974351,82.1701227625,12099074.8796,1
-2.30086331201e+16,27973.7691255,751.608387118,0.024753605367,15760.1727102,9.30598032225,116.037715033,21451635.4249,1
-4.34821828364e+14,26169.2477951,3072.81734972,0.0295222546515,15912.363534,9.51465864007,151.790528742,2948972.12047,1
-9.83760395234e+14,34160.9675368,4013.42988247,0.0895755396041,13465.4368227,12.6910867832,75.9014293535,-4435674.45883,1
-9.7736490987e+14,24995.4315922,571.476688215,0.0589151247109,11509.8561593,16.6368408729,100.90279126,4421232.65588,1
-1.78747775195e+14,31301.3218104,3807.83808188,0.0536071585746,10247.150443,15.6513085972,141.588672878,-1890755.2734,1
-5.64338602245e+12,30254.1463265,1226.6365714,0.0545814751361,16356.8099938,13.6752428594,53.5728485764,-335957.914699,1
-1.99858614781e+14,26699.0310622,5485.3118994,0.0892480277228,9635.9685467,7.81200111403,82.6570451534,-1999292.94893,1
-5.81157823539e+14,20302.2036716,7420.40064284,0.175407356357,15964.2415655,7.3367765297,40.740147324,-3409275.06529,1
-1.5477311699e+14,30463.5152328,1067.22354444,0.154702995933,12277.7269762,10.8701765268,82.3237835223,-1759392.60536,1
-9.79821908691e+12,34025.2257312,1012.08843419,0.109824040023,8639.27824238,6.38615747191,70.4229499836,-442678.643869,1
-5.57184268964e+15,30577.1385944,5586.5597418,0.130103379348,7838.0365129,17.4073554128,48.9225120411,-10556365.5579,1
-1.41074225344e+15,23219.4677833,7080.65838987,0.0627284321877,8392.45233812,12.1705115207,49.1707776759,-5311764.77914,1
-3.97904465651e+13,33119.8374776,7843.34728694,0.0253673389728,15637.3515566,7.24576186049,140.343781255,892081.23582,1
