Param,ParamGroup,ProjectId,ResultStatus,ResultValue,SampleDate,SampleId,SampMedia,StationId,Unit,USGSPCode
Calcium,"Inorganics, Major, Metals",USGS,Historical,100,3/21/1931 0:00,nwisaz.01.93100018,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,90,4/1/1931 0:00,nwisaz.01.93100019,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,94,4/11/1931 0:00,nwisaz.01.93100020,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,80,4/21/1931 0:00,nwisaz.01.93100021,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,78,5/1/1931 0:00,nwisaz.01.93100022,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,68,5/11/1931 0:00,nwisaz.01.93100023,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,60,5/21/1931 0:00,nwisaz.01.93100024,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,53,6/1/1931 0:00,nwisaz.01.93100025,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,53,6/11/1931 0:00,nwisaz.01.93100026,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,55,6/21/1931 0:00,nwisaz.01.93100027,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,72,7/1/1931 0:00,nwisaz.01.93100028,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,79,7/11/1931 0:00,nwisaz.01.93100029,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,95,7/21/1931 0:00,nwisaz.01.93100030,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,141,8/1/1931 0:00,nwisaz.01.93100031,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,159,8/11/1931 0:00,nwisaz.01.93100032,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,135,8/21/1931 0:00,nwisaz.01.93100033,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,135,9/1/1931 0:00,nwisaz.01.93100034,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,158,9/11/1931 0:00,nwisaz.01.93100035,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,173,9/21/1931 0:00,nwisaz.01.93100036,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,139,10/1/1931 0:00,nwisaz.01.93200001,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,131,10/11/1931 0:00,nwisaz.01.93200002,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,150,10/21/1931 0:00,nwisaz.01.93200003,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,128,11/1/1931 0:00,nwisaz.01.93200004,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,130,11/11/1931 0:00,nwisaz.01.93200005,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,127,11/21/1931 0:00,nwisaz.01.93200006,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,129,12/1/1931 0:00,nwisaz.01.93200007,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,134,12/11/1931 0:00,nwisaz.01.93200008,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,135,12/21/1931 0:00,nwisaz.01.93200009,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,119,1/1/1932 0:00,nwisaz.01.93200010,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,118,1/11/1932 0:00,nwisaz.01.93200011,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,118,1/21/1932 0:00,nwisaz.01.93200012,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,113,2/1/1932 0:00,nwisaz.01.93200013,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,89,2/11/1932 0:00,nwisaz.01.93200014,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,107,2/22/1932 0:00,nwisaz.01.93200015,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,103,3/1/1932 0:00,nwisaz.01.93200016,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,98,3/11/1932 0:00,nwisaz.01.93200017,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,87,3/21/1932 0:00,nwisaz.01.93200018,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,83,4/1/1932 0:00,nwisaz.01.93200019,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,70,4/11/1932 0:00,nwisaz.01.93200020,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,63,4/21/1932 0:00,nwisaz.01.93200021,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,64,5/1/1932 0:00,nwisaz.01.93200022,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,55,5/11/1932 0:00,nwisaz.01.93200023,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,48,5/21/1932 0:00,nwisaz.01.93200024,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,48,6/1/1932 0:00,nwisaz.01.93200025,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,48,6/11/1932 0:00,nwisaz.01.93200026,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,43,6/21/1932 0:00,nwisaz.01.93200027,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,44,7/1/1932 0:00,nwisaz.01.93200028,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,81,7/11/1932 0:00,nwisaz.01.93200029,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,74,7/21/1932 0:00,nwisaz.01.93200030,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,99,8/1/1932 0:00,nwisaz.01.93200031,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,93,8/11/1932 0:00,nwisaz.01.93200032,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,147,8/21/1932 0:00,nwisaz.01.93200033,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,166,9/1/1932 0:00,nwisaz.01.93200034,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,121,9/11/1932 0:00,nwisaz.01.93200035,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,132,9/21/1932 0:00,nwisaz.01.93200036,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,151,10/1/1932 0:00,nwisaz.01.93300001,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,142,10/11/1932 0:00,nwisaz.01.93300002,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,141,10/21/1932 0:00,nwisaz.01.93300003,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,133,11/1/1932 0:00,nwisaz.01.93300004,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,127,11/11/1932 0:00,nwisaz.01.93300005,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,124,11/21/1932 0:00,nwisaz.01.93300006,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,116,12/1/1932 0:00,nwisaz.01.93300007,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,121,12/11/1932 0:00,nwisaz.01.93300008,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,146,12/21/1932 0:00,nwisaz.01.93300009,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,151,1/1/1933 0:00,nwisaz.01.93300010,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,125,1/11/1933 0:00,nwisaz.01.93300011,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,85,1/21/1933 0:00,nwisaz.01.93300012,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,80,2/1/1933 0:00,nwisaz.01.93300013,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,122,2/11/1933 0:00,nwisaz.01.93300014,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,122,2/20/1933 0:00,nwisaz.01.93300015,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,114,3/1/1933 0:00,nwisaz.01.93300016,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,115,3/11/1933 0:00,nwisaz.01.93300017,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,103,3/21/1933 0:00,nwisaz.01.93300018,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,103,4/1/1933 0:00,nwisaz.01.93300019,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,86,4/11/1933 0:00,nwisaz.01.93300020,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,88,4/21/1933 0:00,nwisaz.01.93300021,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,82,5/1/1933 0:00,nwisaz.01.93300022,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,69,5/11/1933 0:00,nwisaz.01.93300023,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,68,5/21/1933 0:00,nwisaz.01.93300024,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,52,6/1/1933 0:00,nwisaz.01.93300025,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,44,6/11/1933 0:00,nwisaz.01.93300026,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,49,6/21/1933 0:00,nwisaz.01.93300027,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,66,7/2/1933 0:00,nwisaz.01.93300028,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,103,7/11/1933 0:00,nwisaz.01.93300029,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,105,7/21/1933 0:00,nwisaz.01.93300030,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,117,8/1/1933 0:00,nwisaz.01.93300031,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,140,8/11/1933 0:00,nwisaz.01.93300032,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,140,8/21/1933 0:00,nwisaz.01.93300033,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,164,9/1/1933 0:00,nwisaz.01.93300034,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,171,9/11/1933 0:00,nwisaz.01.93300035,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,149,9/21/1933 0:00,nwisaz.01.93300036,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,152,10/1/1933 0:00,nwisaz.01.93400001,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,147,10/11/1933 0:00,nwisaz.01.93400002,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,139,10/21/1933 0:00,nwisaz.01.93400003,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,137,11/1/1933 0:00,nwisaz.01.93400004,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,138,11/11/1933 0:00,nwisaz.01.93400005,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,132,11/21/1933 0:00,nwisaz.01.93400006,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,130,12/1/1933 0:00,nwisaz.01.93400007,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,131,12/11/1933 0:00,nwisaz.01.93400008,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,130,12/21/1933 0:00,nwisaz.01.93400009,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,128,1/1/1934 0:00,nwisaz.01.93400010,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,121,1/11/1934 0:00,nwisaz.01.93400011,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,124,1/21/1934 0:00,nwisaz.01.93400012,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,113,2/1/1934 0:00,nwisaz.01.93400013,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,112,2/11/1934 0:00,nwisaz.01.93400014,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,107,2/21/1934 0:00,nwisaz.01.93400015,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,104,3/1/1934 0:00,nwisaz.01.93400016,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,103,3/11/1934 0:00,nwisaz.01.93400017,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,97,3/21/1934 0:00,nwisaz.01.93400018,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,87,4/1/1934 0:00,nwisaz.01.93400019,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,87,4/11/1934 0:00,nwisaz.01.93400020,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,81,4/21/1934 0:00,nwisaz.01.93400021,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,69,5/1/1934 0:00,nwisaz.01.93400022,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,58,5/11/1934 0:00,nwisaz.01.93400023,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,65,5/23/1934 0:00,nwisaz.01.93400024,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,90,6/1/1934 0:00,nwisaz.01.93400025,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,67,6/11/1934 0:00,nwisaz.01.93400026,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,82,6/21/1934 0:00,nwisaz.01.93400027,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,94,7/1/1934 0:00,nwisaz.01.93400028,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,104,7/11/1934 0:00,nwisaz.01.93400029,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,140,7/21/1934 0:00,nwisaz.01.93400030,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,172,8/1/1934 0:00,nwisaz.01.93400031,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,185,8/11/1934 0:00,nwisaz.01.93400032,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,201,8/21/1934 0:00,nwisaz.01.93400033,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,176,9/1/1934 0:00,nwisaz.01.93400034,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,156,9/11/1934 0:00,nwisaz.01.93400035,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,184,9/21/1934 0:00,nwisaz.01.93400036,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,171,10/1/1934 0:00,nwisaz.01.93500001,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,151,10/11/1934 0:00,nwisaz.01.93500002,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,149,10/21/1934 0:00,nwisaz.01.93500003,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,150,11/1/1934 0:00,nwisaz.01.93500004,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,151,11/11/1934 0:00,nwisaz.01.93500005,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,148,11/21/1934 0:00,nwisaz.01.93500006,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,146,12/1/1934 0:00,nwisaz.01.93500007,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,142,12/11/1934 0:00,nwisaz.01.93500008,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,143,12/21/1934 0:00,nwisaz.01.93500009,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,130,1/1/1935 0:00,nwisaz.01.93500010,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,123,1/11/1935 0:00,nwisaz.01.93500011,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,123,1/21/1935 0:00,nwisaz.01.93500012,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,123,2/1/1935 0:00,nwisaz.01.93500013,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,111,2/11/1935 0:00,nwisaz.01.93500014,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,113,2/20/1935 0:00,nwisaz.01.93500015,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,110,3/1/1935 0:00,nwisaz.01.93500016,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,107,3/11/1935 0:00,nwisaz.01.93500017,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,107,3/21/1935 0:00,nwisaz.01.93500018,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,93,4/1/1935 0:00,nwisaz.01.93500019,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,84,4/11/1935 0:00,nwisaz.01.93500020,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,77,4/21/1935 0:00,nwisaz.01.93500021,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,72,5/1/1935 0:00,nwisaz.01.93500022,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,66,5/11/1935 0:00,nwisaz.01.93500023,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,63,5/21/1935 0:00,nwisaz.01.93500024,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,52,6/1/1935 0:00,nwisaz.01.93500025,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,52,6/11/1935 0:00,nwisaz.01.93500026,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,44,6/21/1935 0:00,nwisaz.01.93500027,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,45,7/1/1935 0:00,nwisaz.01.93500028,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,55,7/11/1935 0:00,nwisaz.01.93500029,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,76,7/21/1935 0:00,nwisaz.01.93500030,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,83,8/1/1935 0:00,nwisaz.01.93500031,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,103,8/11/1935 0:00,nwisaz.01.93500032,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,138,8/21/1935 0:00,nwisaz.01.93500033,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,150,9/1/1935 0:00,nwisaz.01.93500034,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,130,9/11/1935 0:00,nwisaz.01.93500035,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,123,9/21/1935 0:00,nwisaz.01.93500036,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,134,10/1/1935 0:00,nwisaz.01.93600001,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,124,10/11/1935 0:00,nwisaz.01.93600002,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,129,10/21/1935 0:00,nwisaz.01.93600003,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,133,11/1/1935 0:00,nwisaz.01.93600004,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,126,11/11/1935 0:00,nwisaz.01.93600005,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,119,11/21/1935 0:00,nwisaz.01.93600006,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,116,12/1/1935 0:00,nwisaz.01.93600007,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,122,12/11/1935 0:00,nwisaz.01.93600008,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,127,12/21/1935 0:00,nwisaz.01.93600009,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,138,1/1/1936 0:00,nwisaz.01.93600010,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,131,1/11/1936 0:00,nwisaz.01.93600011,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,121,1/21/1936 0:00,nwisaz.01.93600012,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,118,2/1/1936 0:00,nwisaz.01.93600013,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,114,2/11/1936 0:00,nwisaz.01.93600014,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,110,2/21/1936 0:00,nwisaz.01.93600015,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,111,3/1/1936 0:00,nwisaz.01.93600016,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,102,3/11/1936 0:00,nwisaz.01.93600017,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,92,3/21/1936 0:00,nwisaz.01.93600018,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,97,4/1/1936 0:00,nwisaz.01.93600019,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,87,4/11/1936 0:00,nwisaz.01.93600020,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,63,4/21/1936 0:00,nwisaz.01.93600021,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,54,5/1/1936 0:00,nwisaz.01.93600022,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,56,5/11/1936 0:00,nwisaz.01.93600023,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,50,5/21/1936 0:00,nwisaz.01.93600024,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,47,6/1/1936 0:00,nwisaz.01.93600025,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,50,6/11/1936 0:00,nwisaz.01.93600026,Surface Water,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,49,6/21/1936 0:00,nwisaz.01.93600027,Surface Water,USGS-09402500,mg/l,915
